,tweet_dt,id,username,name,tweet,like_count,reply_count,retweet_count,retweeted
2673,2021-08-07,1423991278056968201,fratgirlharry,‘celina ¡♡,@gngpovv IT IS RIGJT IDC WHAT YOU SAY MAUBE THE YNIVETSE DIDNT WANT YOU TO IR DID WHAT RO YPI BIT THE MAGUC EIGHT B… https://t.co/LbrTnJG0wV,1,0,0,False
2674,2021-08-07,1423991213707907076,milochite,homotron 5000,beer is disgusting idc idc i would much rather drink boiled fireball than drink any beer,3,0,0,False
2675,2021-08-07,1423991207512862722,yizhoufairy,gu yizhou ♡ julie,kick it best performance of ep 1 idc what yall have to say thoughhh dumdi dumdi was rlly good too😩 https://t.co/GXMsNBogQQ,1,0,1,False
2676,2021-08-07,1423991142316580866,annustlymark,kez ✰,guys heehoo is hot idc if he smells takis,5,0,0,False
2677,2021-08-07,1423991135920402438,Ix_Seriax,Serena,@lxzy_fluffy4 My val20 and new mermaid For Corrupt+OG val and 4M? (Pretty sure I’d be over but idc),0,0,0,False
2678,2021-08-07,1423991127879847939,oreoluwa_sugar,THICKERBODY👑,"One thing about me is that, if I want something that will make me happy, I’ll starve to get that thing, idc if I’ll… https://t.co/du3AqRxITi",3,0,1,False
2679,2021-08-07,1423991105968824331,AmourNayah,Naya ♏️,@shay_monet01 Girl we friends idc,1,0,0,False
2680,2021-08-07,1423991098737930241,MissAmberVee,Trippy ⚡️,"I hate wet floors, swim shoes are a must for me 😭 idc how ugly they are",0,0,0,False
2681,2021-08-07,1423991094233206788,Ashanti_TafonXo,•A•,"@TylerReneHarper @DaTrippypirat @iamnovibrown Me too! lol idc what time it is, it’s getting done",4,0,0,False
2682,2021-08-07,1423991059969871874,SEUNG8IN,katri 🍀,i might be tweeting but that's just me thinking out loud so it doesn't take as much energy. i promise i'm not ignor… https://t.co/14HMpawOxS,4,0,0,False
2683,2021-08-07,1423991058082500626,chasdesu,ach,idc if it is not a 5 stars sword but atleast it suit her the best in terms of styles the other looks too 'modern' f… https://t.co/Y12QdgKfdJ,15,0,0,False
2684,2021-08-07,1423991034552455172,JustTray_,trG.,@its_whitneyyyy lmao i promise i ask EVERYWHERE! idc 😂,1,0,0,False
2685,2021-08-07,1423991027581394950,yuntokii,spill the 🍵,not demanding everything. just justice for exo. getting mistreated so badly these days. idc anymore if they wont re… https://t.co/iYmprg1qP4,4,0,3,False
2686,2021-08-07,1423991000855453698,_Timyaaa,Mya 🤯,Tim don’t like me smoking but I promise you he gone see me high asl and idc ‘ I’m grown 😂,0,0,0,False
2687,2021-08-07,1423990986456322053,A1Juice_,southern BELLE☝🏽,"If my gut feeling telling me something imma believe it because I’m usually right. Idc if it came outta nowhere, peo… https://t.co/M4cQJEPB2r",0,0,0,False
2688,2021-08-07,1423990980072574981,__Van242,Vanfrmda🅾️🇧🇸,greatest scorer to ever play the game.. idc https://t.co/rAKAuLgIHZ,0,0,0,False
2689,2021-08-07,1423990965027627014,onceaknickfan,Jamal Deane,Yes I’m watchin Lox vs Dipset for the 3rd time rn. Idc idc “cam u live in Miami ! drop that shit!”,4,0,0,False
2690,2021-08-07,1423990954965487619,DoubleDulce,SHE..ME..I..HER 💜👑💜,"If my gut feeling telling me something imma believe it because I’m usually right. Idc if it came outta nowhere, peo… https://t.co/5XHqx4OlSb",1,0,0,False
2691,2021-08-07,1423990938116841477,toshikawas,🌼 vball finals lockdown,am i spamming the searches idc BLOCKED BY NGAPETH THAT'S INSANE,0,0,0,False
2692,2021-08-07,1423990914972889091,crowmagz,crow@weekend bf,To this day I don't fw asking alexandria and black veil bride mfs you'll still catch this hammerfist idc if we're a… https://t.co/LZhS5LHtus,0,0,0,False
2693,2021-08-07,1423990902331265025,miacaven,caven ♡,"CAROLINES MUM DIED TOO??? Okay wait so Matt didn’t actually die??? anyways idc abt Caroline’s mum, she was the most… https://t.co/Kv78zGe3T4",0,0,0,False
2694,2021-08-07,1423990845670309889,ShanLaShawn,Ashanti 🇧🇸🏳️‍🌈,God don’t like ugly. He really didn’t have to do them like that and post it. Idc what anyone says about them trying… https://t.co/DyJjLpidar,0,0,0,False
2695,2021-08-07,1423990831418068993,D132332,D,@75436654mv Exactly. But Idc actually,1,0,0,False
2696,2021-08-07,1423990775759638528,thegghasmyheart,zain :D,"@cutiehooty tubbo, a mcyt. everyone is mad because he’s gonna “make the fandom toxic” and they’re trying to prevent… https://t.co/8gOHXE26XK",0,0,0,False
2697,2021-08-07,1423990758894235658,kiki_mochi795,kiki mochi,"@onlybaaam I think they are from a country,but idc, I can only remember they are so delicious 🤤 （Milk smell in your… https://t.co/iIy4ZboOVQ",0,0,0,False
2698,2021-08-07,1423990751910776836,BizzIestreasure,Prabhat...★ | busy,"@JDBAnalytics @justinbieber Coming for IDC's neck 

https://t.co/N8gvomRmrc",1,0,0,False
2699,2021-08-07,1423990719941947400,whokneauxs,tone ackerman,Guys I need y’all to get this gold idc about time or anything,0,0,0,False
2700,2021-08-07,1423990670071517188,H0NGRIZON,Leia♡,DIAMOND SOTY IDC WHAT Y'ALL SAY,2,0,0,False
2701,2021-08-07,1423990660324016132,believeoficarus,zainab,@JDBAnalytics @justinbieber Coming to end idc,0,0,0,False
2702,2021-08-07,1423990652233150469,singthebells,jan | fukumaru serotonin,idc what y’all think of eren he is one of the best shonen MC’s fite me https://t.co/S9k9aq2ER2,0,0,0,False
